PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8, loan_status
-1.0595678367998884,-1.4391948735725506,-0.887278348065556,1.267672881161558,0.2688590237342844,0.3885229219189401,0.6332902590408198,-0.5461432277045897,1.0
0.32400620597274354,0.4798334790038924,-0.1238260910055767,-0.5358537699152989,0.9355671719280368,1.4296408965423733,-0.5038174282792862,0.7214738146756351,1.0
3.0784144759232563,0.9361547198443538,-0.5988157265308311,-0.20134961176221838,0.5446025907702043,1.5945429999660352,0.4842379625261821,1.5783869972215425,1.0
0.06283041908095639,0.8901905280006231,0.7176706064784715,1.424268762500377,-0.9084261364880253,0.3114056124921684,0.8314240184827031,0.3669874194223296,1.0
1.5507404343743592,-1.535220746328207,-0.7289519408266453,1.3559812001991505,0.8816232442265902,0.332008525263056,-0.7943980777838276,-0.06855401651786992,1.0
1.1900227178570932,0.47992800761170473,1.8733802741876626,-1.1993099489067498,1.0170658413891613,-0.37126483179219666,1.2489838764099555,0.20206980272054645,0.0
-3.447485706786837,1.9150052171270675,0.26321798529593315,-0.021407791472221428,-0.1272176598886447,0.12275212795704461,-0.01481556193858779,0.15568850487541674,1.0
1.0499088476083818,-1.9117226398292024,-0.30806007722125545,-0.3714154544588255,-0.48972362341982434,-0.2558993446044576,-0.2035326808406775,-1.3916530988177755,1.0
-1.299008959124612,1.2232240949153652,0.8103339277544461,-0.9310294202449158,-1.3479356964710945,-0.3646853521983912,-0.34571498360474817,-0.4827007526013088,0.0
-1.7398622286419243,-0.21930760944461497,0.3143855431606083,-0.4878109421665005,0.42914515583073165,-1.6180858657419661,0.5407950248507897,0.30060487237720734,0.0
-3.574781499128278,-0.7202233048172233,-0.9990398599516074,0.2543920304661384,2.1214066612580758,0.31500313843031913,-0.0614230565977836,0.1453548347745136,1.0
0.886254540924602,-1.8554903866229773,-0.18010935387530616,-0.557316439554291,0.4041201303304929,-0.2722441807987775,-0.5540935531744934,-0.9142101504112796,0.0
